C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2019-06-05T00:00:00.000Z,-1,0.9771925210952759,0.3503685748086671,0.2580821750110375,1558,476,0.38661569356918335,0.039867568761110306,0.6242544651031494,51.20147874306843
2019-06-10T00:00:00.000Z,-1,1,0.44594464555375013,0.24876503601490932,1558,476,0.5009607672691345,0.19988314807415009,0.6701149344444275,3.7892791127541665
2019-06-15T00:00:00.000Z,-1,0.7664974331855774,0.42375169036408195,0.18730630300398746,1558,476,0.45053309202194214,0.24994376301765442,0.6124546527862549,43.90018484288357
2019-06-20T00:00:00.000Z,-1,0.7574574947357178,0.35308023686748874,0.20284781015514797,1558,476,0.3885680139064789,0.1451236605644226,0.5420016646385193,54.25138632162654
2019-06-25T00:00:00.000Z,-1,1,0.4030344963829888,0.23023872734282283,1558,476,0.4482131898403168,0.11912336200475693,0.6215938329696655,7.3937153419593225
2019-06-30T00:00:00.000Z,-1,1,0.2587587434406225,0.2848968966779987,1558,476,0.27707597613334656,-0.114772729575634,0.5983886122703552,45.74861367837331
2019-07-05T00:00:00.000Z,-1,1,0.11740194311384423,0.23199084258172123,1558,476,0.07862380146980286,-0.128658726811409,0.44326019287109375,72.73567467652498
2019-07-10T00:00:00.000Z,-1,1,0.4484975330896122,0.2265345764613957,1558,476,0.4913978576660156,0.2556149661540985,0.6335690021514893,3.5120147874306813
2019-07-15T00:00:00.000Z,-1,0.8305613398551941,0.42337612240903905,0.20150811792004067,1558,476,0.45450085401535034,0.21785476803779602,0.615748941898346,18.946395563770785
2019-07-20T00:00:00.000Z,-1,0.9525745511054993,0.45136756003707723,0.21070161148251768,1558,476,0.4890766143798828,0.2962557375431061,0.6248527765274048,7.024029574861368
2019-07-25T00:00:00.000Z,-1,0.8565315008163452,0.45321584734101694,0.20211896669004167,1558,476,0.48974609375,0.30000001192092896,0.6157229542732239,0.5545286506469498
2019-07-30T00:00:00.000Z,-1,1,0.40837782709945886,0.2749484856401891,1558,476,0.4864746928215027,0.024824952706694603,0.6328261494636536,10.166358595194087
2019-08-04T00:00:00.000Z,-0.8612626791000366,0.8617975115776062,0.45080771715364776,0.20590935868150392,1558,476,0.488349974155426,0.28633683919906616,0.6186420917510986,0.18484288354898362
2019-08-09T00:00:00.000Z,-1,0.8872439861297607,0.40914615416547906,0.2432503726797817,1558,476,0.469348669052124,0.09116911143064499,0.6222782731056213,8.9648798521257
